"","X","gotuheiti","postnr","tegund","verd","herbergi","size","nyskrad","fermverd","date"
"2384",16,"Arnarsíða",603,"Par/Raðhús",40900000,5,149.7,"2016-11-08",273213,"2016-11-01"
"2385",17,"Ljósavík",112,"Fjölbýli",49900000,4,148.3,"2016-11-08",336480,"2016-11-01"
"2386",18,"Lyngás",210,"Fjölbýli",39200000,3,82.1,"2016-11-08",477467,"2016-11-01"
"2388",20,"Fellsmúli",108,"Fjölbýli",29500000,3,85.7,"2016-11-08",344224,"2016-11-01"
"2390",22,"Kjarrhólmi",200,"Fjölbýli",29900000,3,75.1,"2016-11-08",398136,"2016-11-01"
"2391",23,"Múlasíða",603,"Fjölbýli",24500000,4,110,"2016-11-08",222727,"2016-11-01"
"2392",24,"Asparholt",225,"Fjölbýli",38500000,4,116.8,"2016-11-08",329623,"2016-11-01"
"2393",25,"Stigahlíð",105,"Fjölbýli",36900000,3,79.8,"2016-11-08",462406,"2016-11-01"
"2394",1,"Garðatorg",210,"Fjölbýli",65500000,3,106.8,"2016-11-09",613296,"2016-11-01"
"2395",2,"Garðatorg",210,"Fjölbýli",57500000,3,119.2,"2016-11-09",482383,"2016-11-01"
"2396",3,"Naustabryggja",110,"Fjölbýli",44900000,4,108.3,"2016-11-09",414589,"2016-11-01"
"2397",4,"Garðatorg",210,"Fjölbýli",39900000,2,79.4,"2016-11-09",502519,"2016-11-01"
"2398",6,"Blásalir",201,"Fjölbýli",41900000,3,100,"2016-11-09",419000,"2016-11-01"
"2399",7,"Lundur ",200,"Fjölbýli",74000000,4,153.2,"2016-11-09",483029,"2016-11-01"
"2400",8,"Lundur ",200,"Fjölbýli",87500000,4,158.2,"2016-11-09",553097,"2016-11-01"
"2401",9,"Túnfit",210,"Einbýli",129000000,8,307.5,"2016-11-09",419512,"2016-11-01"
"2402",10,"Karfavogur",104,"Fjölbýli",34900000,3,97.1,"2016-11-09",359423,"2016-11-01"
"2403",11,"Hólsbraut",801,"Par/Raðhús",27800000,5,193.2,"2016-11-09",143892,"2016-11-01"
"2404",12,"Austurhof",845,"Einbýli",36000000,5,229.9,"2016-11-09",156590,"2016-11-01"
"2405",13,"Vatnsstígur",101,"Fjölbýli",54900000,2,112.5,"2016-11-09",488000,"2016-11-01"
"2406",14,"Langamýri",800,"Par/Raðhús",29900000,5,158.4,"2016-11-09",188763,"2016-11-01"
"2407",15,"Stekkjarhvammur",220,"Par/Raðhús",32900000,4,106.1,"2016-11-09",310085,"2016-11-01"
"2408",16,"Hrafnaland",603,"Einbýli",37000000,4,108.7,"2016-11-09",340386,"2016-11-01"
"2409",17,"Syðri-varðgjá Lóð",601,"Einbýli",78500000,6,295.1,"2016-11-09",266012,"2016-11-01"
"2410",18,"Lundur ",200,"Fjölbýli",79800000,4,153.8,"2016-11-09",518856,"2016-11-01"
"2411",19,"Lundur ",200,"Fjölbýli",78000000,4,151.6,"2016-11-09",514512,"2016-11-01"
"2412",20,"Lundur ",200,"Fjölbýli",76000000,4,158.6,"2016-11-09",479193,"2016-11-01"
"2413",21,"Lundur ",200,"Fjölbýli",74000000,4,154.3,"2016-11-09",479585,"2016-11-01"
"2415",24,"3ja herbergja íbúð",170,"Fjölbýli",40500000,3,110,"2016-11-09",368182,"2016-11-01"
"2417",1,"Skúlaskeið",220,"Einbýli",44900000,5,170.8,"2016-11-10",262881,"2016-11-01"
"2419",3,"Suðurvangur",220,"Fjölbýli",37500000,3,97.7,"2016-11-10",383828,"2016-11-01"
"2420",4,"Furulundur",600,"Par/Raðhús",30900000,4,122,"2016-11-10",253279,"2016-11-01"
"2421",5,"Drekavellir",221,"Fjölbýli",43900000,4,125.8,"2016-11-10",348967,"2016-11-01"
"2422",6,"Ásabraut",230,"Fjölbýli",20900000,3,110,"2016-11-10",190000,"2016-11-01"
"2425",11,"Búðagerði",108,"Hæðir",39900000,4,84.7,"2016-11-10",471074,"2016-11-01"
"2426",12,"Skógarvegur",103,"Fjölbýli",89500000,4,160,"2016-11-10",559375,"2016-11-01"
"2427",13,"Breiðahvarf",203,"Einbýli",82900000,9,328.7,"2016-11-10",252206,"2016-11-01"
"2428",15,"Kjarnagata",600,"Fjölbýli",37000000,5,111.8,"2016-11-10",330948,"2016-11-01"
"2429",16,"Egilsgata",101,"Par/Raðhús",69900000,5,164.5,"2016-11-10",424924,"2016-11-01"
"2430",17,"Kjarnagata",600,"Fjölbýli",37000000,4,94.2,"2016-11-10",392781,"2016-11-01"
"2431",19,"Kjarnagata",600,"Fjölbýli",36000000,4,94.2,"2016-11-10",382166,"2016-11-01"
"2432",20,"Kjarnagata",600,"Fjölbýli",36000000,4,94.1,"2016-11-10",382572,"2016-11-01"
"2433",21,"Kjarnagata",600,"Fjölbýli",37000000,5,112.4,"2016-11-10",329181,"2016-11-01"
"2434",23,"Kjarnagata",600,"Fjölbýli",33000000,4,94.8,"2016-11-10",348101,"2016-11-01"
"2435",24,"Kjarnagata",600,"Fjölbýli",38000000,5,111.9,"2016-11-10",339589,"2016-11-01"
"2436",25,"Hóll",415,"Einbýli",14900000,4,166.2,"2016-11-10",89651,"2016-11-01"
"2437",1,"Fálkagata",107,"Fjölbýli",45900000,4,111.6,"2016-11-11",411290,"2016-11-01"
"2438",2,"Álalind",201,"Fjölbýli",38400000,3,81.9,"2016-11-11",468864,"2016-11-01"
"2439",3,"Álalind",201,"Fjölbýli",54900000,5,123.6,"2016-11-11",444175,"2016-11-01"
"2440",4,"Álalind",201,"Fjölbýli",48900000,4,102,"2016-11-11",479412,"2016-11-01"
"2441",5,"Álalind",201,"Fjölbýli",64900000,3,121.6,"2016-11-11",533717,"2016-11-01"
"2442",6,"Álalind",201,"Fjölbýli",44900000,4,99.9,"2016-11-11",449449,"2016-11-01"
"2443",7,"Álalind",201,"Fjölbýli",47900000,4,108.9,"2016-11-11",439853,"2016-11-01"
"2444",8,"Álalind",201,"Fjölbýli",41400000,3,81.9,"2016-11-11",505495,"2016-11-01"
"2445",9,"Álalind",201,"Fjölbýli",89900000,5,193,"2016-11-11",465803,"2016-11-01"
"2446",10,"Krummahólar",111,"Fjölbýli",22900000,2,73.4,"2016-11-11",311989,"2016-11-01"
"2447",11,"Arahólar",111,"Fjölbýli",24900000,2,62.8,"2016-11-11",396497,"2016-11-01"
"2448",13,"Sóleyjargata",101,"Einbýli",129000000,8,330.5,"2016-11-11",390318,"2016-11-01"
"2449",14,"Álalind",201,"Fjölbýli",41400000,3,82.3,"2016-11-11",503038,"2016-11-01"
"2450",15,"Grundarstígur",101,"Fjölbýli",15900000,1,21.6,"2016-11-11",736111,"2016-11-01"
"2451",16,"Brattholt",220,"Fjölbýli",26500000,3,86.4,"2016-11-11",306713,"2016-11-01"
"2452",17,"Friggjarbrunnur",113,"Fjölbýli",57800000,5,154.6,"2016-11-11",373868,"2016-11-01"
"2453",18,"Friggjarbrunnur",113,"Fjölbýli",51800000,4,136.3,"2016-11-11",380044,"2016-11-01"
"2454",19,"Friggjarbrunnur",113,"Fjölbýli",49900000,4,130,"2016-11-11",383846,"2016-11-01"
"2455",20,"Friggjarbrunnur",113,"Fjölbýli",38600000,3,100.3,"2016-11-11",384845,"2016-11-01"
"2457",23,"Strandvegur",210,"Fjölbýli",52900000,4,128,"2016-11-11",413281,"2016-11-01"
"2458",24,"Furugrund",300,"Einbýli",38500000,5,187,"2016-11-11",205882,"2016-11-01"
"2459",25,"Asparhvarf Opið Hús",203,"Fjölbýli",47900000,4,134.3,"2016-11-11",356664,"2016-11-01"
"2460",1,"Mánatún",105,"Fjölbýli",52500000,3,120.5,"2016-11-12",435685,"2016-11-01"
"2461",3,"Skógarvegur",103,"Fjölbýli",72100000,3,126.5,"2016-11-12",569960,"2016-11-01"
"2462",4,"Þingholtsstræti",101,"Fjölbýli",56900000,5,142.5,"2016-11-12",399298,"2016-11-01"
"2463",5,"Álalind",201,"Fjölbýli",49900000,4,110.2,"2016-11-12",452813,"2016-11-01"
"2464",6,"Álalind",201,"Fjölbýli",54900000,5,123.6,"2016-11-12",444175,"2016-11-01"
"2465",7,"Álalind",201,"Fjölbýli",51400000,4,110.2,"2016-11-12",466425,"2016-11-01"
"2466",8,"Álalind",201,"Fjölbýli",41400000,3,82.3,"2016-11-12",503038,"2016-11-01"
"2467",9,"Álalind",201,"Fjölbýli",48900000,4,102,"2016-11-12",479412,"2016-11-01"
"2468",10,"Álalind",201,"Fjölbýli",41400000,3,81.9,"2016-11-12",505495,"2016-11-01"
"2469",11,"Álalind",201,"Fjölbýli",49900000,4,110.6,"2016-11-12",451175,"2016-11-01"
"2470",12,"Álalind",201,"Fjölbýli",54900000,5,121.9,"2016-11-12",450369,"2016-11-01"
"2471",13,"Álalind",201,"Fjölbýli",52900000,4,109,"2016-11-12",485321,"2016-11-01"
"2472",14,"Álalind",201,"Fjölbýli",42900000,3,80.7,"2016-11-12",531599,"2016-11-01"
"2473",15,"Álalind",201,"Fjölbýli",38400000,3,81.9,"2016-11-12",468864,"2016-11-01"
"2474",16,"Álalind",201,"Fjölbýli",74900000,5,152.9,"2016-11-12",489863,"2016-11-01"
"2475",17,"Álalind",201,"Fjölbýli",89900000,4,193,"2016-11-12",465803,"2016-11-01"
"2476",18,"Álalind",201,"Fjölbýli",47900000,4,103.2,"2016-11-12",464147,"2016-11-01"
"2477",19,"Álalind",201,"Fjölbýli",44900000,4,99.9,"2016-11-12",449449,"2016-11-01"
"2478",20,"Álalind",201,"Fjölbýli",51400000,4,110.6,"2016-11-12",464738,"2016-11-01"
"2479",21,"Álalind",201,"Fjölbýli",52900000,4,110.2,"2016-11-12",480036,"2016-11-01"
"2480",22,"Álalind",201,"Fjölbýli",44900000,4,101.7,"2016-11-12",441495,"2016-11-01"
"2481",23,"Álalind",201,"Fjölbýli",47900000,4,108.9,"2016-11-12",439853,"2016-11-01"
"2482",24,"Álalind",201,"Fjölbýli",48900000,4,103.2,"2016-11-12",473837,"2016-11-01"
"2483",25,"Álalind",201,"Fjölbýli",64900000,4,121.6,"2016-11-12",533717,"2016-11-01"
"2484",1,"Álalind",201,"Fjölbýli",49900000,4,110.2,"2016-11-13",452813,"2016-11-01"
"2485",2,"Austurbrún",105,"Fjölbýli",22500000,2,47.6,"2016-11-13",472689,"2016-11-01"
"2487",4,"Gvendargeisli",113,"Fjölbýli",39900000,3,121.3,"2016-11-13",328937,"2016-11-01"
"2488",6,"Hverfisgata (tvær íbúðir)",101,"Fjölbýli",44800000,4,81.9,"2016-11-13",547009,"2016-11-01"
"2490",2,"Smáraflöt",300,"Fjölbýli",29900000,3,91.4,"2016-11-14",327133,"2016-11-01"
"2491",3,"Hellagata",210,"Fjölbýli",49900000,4,119.7,"2016-11-14",416876,"2016-11-01"
"2493",5,"Kríuhólar",111,"Fjölbýli",33900000,5,121.3,"2016-11-14",279472,"2016-11-01"
"2495",8,"Hellagata",210,"Fjölbýli",48500000,4,120.2,"2016-11-14",403494,"2016-11-01"
"2496",9,"Tjarnabraut",260,"Fjölbýli",27000000,3,91.2,"2016-11-14",296053,"2016-11-01"
"2498",11,"Stekkjartún",600,"Einbýli",59500000,5,186.6,"2016-11-14",318864,"2016-11-01"
"2499",12,"Grundargerði",600,"Par/Raðhús",30000000,4,104.9,"2016-11-14",285987,"2016-11-01"
"2500",13,"Safamýri",108,"Fjölbýli",33900000,2,85.6,"2016-11-14",396028,"2016-11-01"
"2501",14,"Maríubaugur",113,"Fjölbýli",45900000,4,148,"2016-11-14",310135,"2016-11-01"
"2502",16,"Borgarhlíð",603,"Fjölbýli",24600000,4,92.1,"2016-11-14",267101,"2016-11-01"
"2503",17,"Stórholt",400,"Par/Raðhús",14900000,3,82.9,"2016-11-14",179735,"2016-11-01"
"2504",19,"Garðatorg",210,"Fjölbýli",53900000,3,100.1,"2016-11-14",538462,"2016-11-01"
"2505",20,"Blómvangur",220,"Hæðir",53900000,6,163.8,"2016-11-14",329060,"2016-11-01"
"2506",21,"Baldursgata",101,"Fjölbýli",29900000,2,44.1,"2016-11-14",678005,"2016-11-01"
"2507",22,"Lyngás ",210,"Fjölbýli",49900000,4,114.4,"2016-11-14",436189,"2016-11-01"
"2508",24,"Gullsmári",201,"Fjölbýli",54600000,6,143.9,"2016-11-14",379430,"2016-11-01"
"2509",25,"Öldugrandi",107,"Fjölbýli",44900000,4,125.4,"2016-11-14",358054,"2016-11-01"
"2510",1,"Norðurtún",700,"Par/Raðhús",27900000,5,128.2,"2016-11-15",217629,"2016-11-01"
"2511",2,"Langalína ",210,"Fjölbýli",49950000,3,121.6,"2016-11-15",410773,"2016-11-01"
"2512",3,"Bergstaðastræti ",101,"Einbýli",51900000,5,99.4,"2016-11-15",522133,"2016-11-01"
"2513",4,"Hvassaleiti",103,"Par/Raðhús",59900000,7,258.1,"2016-11-15",232081,"2016-11-01"
"2514",5,"Lyngás",210,"Fjölbýli",48800000,5,112.7,"2016-11-15",433008,"2016-11-01"
"2515",6,"Strandgata",220,"Fjölbýli",38500000,2,89.8,"2016-11-15",428731,"2016-11-01"
"2516",8,"Sifjarbrunnur",113,"Par/Raðhús",57900000,4,212.7,"2016-11-15",272214,"2016-11-01"
"2517",10,"Haukdælabraut",113,"Par/Raðhús",57500000,5,207.6,"2016-11-15",276975,"2016-11-01"
"2518",11,"Grundargata",350,"Fjölbýli",18000000,3,87.9,"2016-11-15",204778,"2016-11-01"
"2519",12,"Fífumói",260,"Fjölbýli",20900000,4,105,"2016-11-15",199048,"2016-11-01"
"2520",13,"Hólagata",260,"Fjölbýli",22900000,4,95.2,"2016-11-15",240546,"2016-11-01"
"2521",14,"Hólmgarður",108,"Fjölbýli",32900000,3,58.6,"2016-11-15",561433,"2016-11-01"
"2523",17,"Vesturgata",101,"Fjölbýli",48900000,4,80.9,"2016-11-15",604450,"2016-11-01"
"2524",18,"Sambyggð",815,"Fjölbýli",13200000,3,78.4,"2016-11-15",168367,"2016-11-01"
"2525",19,"Ósbraut",250,"Einbýli",34900000,6,198.3,"2016-11-15",175996,"2016-11-01"
"2526",20,"Kríuhólar",111,"Fjölbýli",33900000,5,121.3,"2016-11-15",279472,"2016-11-01"
"2527",21,"Írabakki",109,"Fjölbýli",35900000,5,123.1,"2016-11-15",291633,"2016-11-01"
"2528",22,"Klettakór",203,"Fjölbýli",53900000,5,177.7,"2016-11-15",303320,"2016-11-01"
"2529",24,"Grænakinn Opið Hús",220,"Fjölbýli",31900000,3,77.2,"2016-11-15",413212,"2016-11-01"
"2530",25,"Boðaþing",203,"Fjölbýli",36900000,2,97.8,"2016-11-15",377301,"2016-11-01"
"2531",1,"Ugluhólar",111,"Fjölbýli",26500000,3,73.4,"2016-11-16",361035,"2016-11-01"
"2532",2,"Hamratún",600,"Par/Raðhús",31500000,3,99.4,"2016-11-16",316901,"2016-11-01"
"2534",4,"Langamýri",800,"Par/Raðhús",38800000,4,154.3,"2016-11-16",251458,"2016-11-01"
"2536",6,"Laufengi",112,"Fjölbýli",29900000,3,85.7,"2016-11-16",348891,"2016-11-01"
"2537",7,"Andrésbrunnur",113,"Fjölbýli",41800000,4,110.8,"2016-11-16",377256,"2016-11-01"
"2538",8,"Bárugata",101,"Fjölbýli",29900000,3,64,"2016-11-16",467188,"2016-11-01"
"2539",9,"Klukkuberg",221,"Einbýli",75200000,6,310.3,"2016-11-16",242346,"2016-11-01"
"2540",10,"Svalbarð",780,"Einbýli",20500000,5,126.8,"2016-11-16",161672,"2016-11-01"
"2542",12,"Bárugata",101,"Hæðir",29900000,3,64,"2016-11-16",467188,"2016-11-01"
"2543",13,"Andrésbrunnur - Opið Hús",113,"Fjölbýli",41800000,4,110.8,"2016-11-16",377256,"2016-11-01"
"2544",14,"Skerjabraut - Opið Hús",170,"Fjölbýli",31000000,2,50.3,"2016-11-16",616302,"2016-11-01"
"2545",15,"Laufengi - Opið Hús",112,"Fjölbýli",29900000,3,85.7,"2016-11-16",348891,"2016-11-01"
"2546",16,"Klukkuberg",221,"Einbýli",75200000,8,310.3,"2016-11-16",242346,"2016-11-01"
"2547",17,"Lækjasmári",201,"Fjölbýli",39900000,4,100.2,"2016-11-16",398204,"2016-11-01"
"2548",18,"Bogahlíð",105,"Fjölbýli",40500000,2,97.8,"2016-11-16",414110,"2016-11-01"
"2549",19,"Njörvasund",104,"Fjölbýli",16500000,1,33,"2016-11-16",500000,"2016-11-01"
"2550",20,"Ármúli ",108,"Fjölbýli",14900000,3,54.1,"2016-11-16",275416,"2016-11-01"
"2551",21,"Hólmgarður",108,"Fjölbýli",43900000,4,96.5,"2016-11-16",454922,"2016-11-01"
"2552",22,"Breiðavík",112,"Fjölbýli",37900000,4,101.5,"2016-11-16",373399,"2016-11-01"
"2553",1,"Furugrund",200,"Fjölbýli",26900000,2,66.9,"2016-11-17",402093,"2016-11-01"
"2557",5,"Duggugerði",670,"Einbýli",7400000,5,142,"2016-11-17",52113,"2016-11-01"
"2559",7,"Norðurbakki",220,"Fjölbýli",48900000,3,116.5,"2016-11-17",419742,"2016-11-01"
"2560",8,"Tómasarhagi",107,"Fjölbýli",78900000,6,188.3,"2016-11-17",419012,"2016-11-01"
"2561",10,"Vesturgata - Opið Hús",101,"Par/Raðhús",31900000,2,39.3,"2016-11-17",811705,"2016-11-01"
"2562",12,"Tröllakór",203,"Fjölbýli",38500000,3,102,"2016-11-17",377451,"2016-11-01"
"2566",16,"Fannborg",200,"Fjölbýli",23700000,2,58.4,"2016-11-17",405822,"2016-11-01"
"2567",17,"Rofabær",110,"Fjölbýli",28900000,3,89.8,"2016-11-17",321826,"2016-11-01"
"2568",18,"Kleifarvegur",104,"Hæðir",77900000,5,214.2,"2016-11-17",363679,"2016-11-01"
"2569",20,"Kléberg",815,"Einbýli",28000000,5,180.2,"2016-11-17",155383,"2016-11-01"
"2570",23,"Kleppsvegur",105,"Fjölbýli",35900000,3,91.2,"2016-11-17",393640,"2016-11-01"
"2571",24,"Mánatún ",105,"Fjölbýli",58900000,3,115.7,"2016-11-17",509075,"2016-11-01"
"2572",25,"Mánatún ",105,"Fjölbýli",51900000,2,105.9,"2016-11-17",490085,"2016-11-01"
"2573",1,"Brekkutröð",601,"Einbýli",37000000,5,162.6,"2016-11-18",227552,"2016-11-01"
"2574",2,"Miðstræti",101,"Hæðir",73900000,6,119.8,"2016-11-18",616861,"2016-11-01"
"2575",3,"Rauðagerði",108,"Hæðir",49800000,4,128.8,"2016-11-18",386646,"2016-11-01"
"2576",4,"Melbraut",250,"Einbýli",27000000,7,204.4,"2016-11-18",132094,"2016-11-01"
"2577",5,"Birkiholt",225,"Fjölbýli",34500000,3,95,"2016-11-18",363158,"2016-11-01"
"2579",7,"Kaldasel",109,"Par/Raðhús",68900000,9,316.7,"2016-11-18",217556,"2016-11-01"
"2580",8,"Greniteigur",230,"Hæðir",23900000,5,116.4,"2016-11-18",205326,"2016-11-01"
"2581",9,"Einidalur",260,"Einbýli",53000000,6,221,"2016-11-18",239819,"2016-11-01"
"2583",11,"Ljósheimar",104,"Fjölbýli",38500000,4,101,"2016-11-18",381188,"2016-11-01"
"2584",12,"Garðatorg",210,"Fjölbýli",53900000,4,100.1,"2016-11-18",538462,"2016-11-01"
"2585",13,"Safamýri",108,"Fjölbýli",43900000,4,102.2,"2016-11-18",429550,"2016-11-01"
"2586",14,"Andrésbrunnur",113,"Fjölbýli",47900000,4,127,"2016-11-18",377165,"2016-11-01"
"2587",15,"Framnesvegur",101,"Par/Raðhús",48900000,4,106.6,"2016-11-18",458724,"2016-11-01"
"2588",16,"Álfatún",200,"Fjölbýli",31900000,2,62.1,"2016-11-18",513688,"2016-11-01"
"2589",17,"Vesturberg",111,"Fjölbýli",27900000,3,73.2,"2016-11-18",381148,"2016-11-01"
"2590",18,"Vesturgata",101,"Fjölbýli",48900000,4,80.9,"2016-11-18",604450,"2016-11-01"
"2591",19,"Grandavegur - Opið Hús",107,"Fjölbýli",56000000,4,123.9,"2016-11-18",451977,"2016-11-01"
"2592",20,"Grandavegur",107,"Fjölbýli",44900000,3,111.4,"2016-11-18",403052,"2016-11-01"
"2593",21,"Dalakur",210,"Einbýli",122000000,6,261,"2016-11-18",467433,"2016-11-01"
"2594",22,"Holtsvegur ",210,"Fjölbýli",44500000,3,111.1,"2016-11-18",400540,"2016-11-01"
"2595",23,"Holtsvegur",210,"Fjölbýli",45500000,3,111.1,"2016-11-18",409541,"2016-11-01"
"2596",24,"Holtsvegur",210,"Fjölbýli",59900000,4,155,"2016-11-18",386452,"2016-11-01"
"2597",25,"Holtsvegur",210,"Fjölbýli",60400000,4,154.2,"2016-11-18",391699,"2016-11-01"
"2599",2,"Álftahólar",111,"Fjölbýli",32800000,4,107,"2016-11-19",306542,"2016-11-01"
"2600",3,"Laufdalur ",260,"Par/Raðhús",24900000,4,123.5,"2016-11-19",201619,"2016-11-01"
"2601",5,"Tröllaborgir",112,"Par/Raðhús",59500000,5,193.1,"2016-11-19",308131,"2016-11-01"
"2602",6,"Línakur",210,"Fjölbýli",53900000,4,121.8,"2016-11-19",442529,"2016-11-01"
"2603",7,"Melhagi",107,"Hæðir",81900000,6,196.7,"2016-11-19",416370,"2016-11-01"
"2604",8,"Heiðarvegur",730,"Einbýli",21850000,4,80,"2016-11-19",273125,"2016-11-01"
"2605",9,"Austurströnd",170,"Fjölbýli",59900000,4,123.4,"2016-11-19",485413,"2016-11-01"
"2606",10,"Langabrekka",200,"Fjölbýli",53900000,5,168.7,"2016-11-19",319502,"2016-11-01"
"2607",11,"Trönuhjalli",200,"Fjölbýli",38900000,4,98.2,"2016-11-19",396130,"2016-11-01"
"2608",12,"Safamýri Opið Hús",108,"Hæðir",56900000,6,156.8,"2016-11-19",362883,"2016-11-01"
"2609",13,"Kristnibraut",113,"Fjölbýli",35900000,3,90.6,"2016-11-19",396247,"2016-11-01"
"2610",14,"Eskivellir",221,"Fjölbýli",42900000,4,127.3,"2016-11-19",336999,"2016-11-01"
"2611",15,"Mánatún",105,"Fjölbýli",52300000,3,107.2,"2016-11-19",487873,"2016-11-01"
"2612",16,"Bergþórugata",101,"Fjölbýli",24900000,1,40.5,"2016-11-19",614815,"2016-11-01"
"2613",17,"Höfðabraut",300,"Fjölbýli",14500000,4,97.1,"2016-11-19",149331,"2016-11-01"
"2614",18,"Strandgata Með Aukaíbúð (opið Hús)",220,"Fjölbýli",49900000,5,202.1,"2016-11-19",246907,"2016-11-01"
"2615",19,"Þorfinnsgata - Opið Hús",101,"Fjölbýli",33700000,4,77.4,"2016-11-19",435401,"2016-11-01"
"2616",23,"Stigahlíð",105,"Fjölbýli",35900000,3,79.8,"2016-11-19",449875,"2016-11-01"
"2618",25,"Brekkustígur",245,"Hæðir",17900000,4,95,"2016-11-19",188421,"2016-11-01"
"2619",2,"Álalind",201,"Fjölbýli",51400000,4,110.2,"2016-11-20",466425,"2016-11-01"
"2620",3,"Lindasmári",201,"Fjölbýli",38500000,3,99.3,"2016-11-20",387714,"2016-11-01"
"2622",5,"Álftahólar",111,"Fjölbýli",32800000,4,107,"2016-11-20",306542,"2016-11-01"
"2623",6,"Laufdalur ",260,"Par/Raðhús",24900000,4,123.5,"2016-11-20",201619,"2016-11-01"
"2624",8,"Tröllaborgir",112,"Par/Raðhús",59500000,5,193.1,"2016-11-20",308131,"2016-11-01"
"2625",9,"Línakur",210,"Fjölbýli",53900000,4,121.8,"2016-11-20",442529,"2016-11-01"
"2626",10,"Melhagi",107,"Hæðir",81900000,6,196.7,"2016-11-20",416370,"2016-11-01"
"2627",11,"Heiðarvegur",730,"Einbýli",21850000,4,80,"2016-11-20",273125,"2016-11-01"
"2628",12,"Austurströnd",170,"Fjölbýli",59900000,4,123.4,"2016-11-20",485413,"2016-11-01"
"2629",13,"Langabrekka",200,"Fjölbýli",53900000,5,168.7,"2016-11-20",319502,"2016-11-01"
"2630",14,"Safamýri Opið Hús",108,"Hæðir",56900000,6,156.8,"2016-11-20",362883,"2016-11-01"
"2631",1,"Skessugil",603,"Fjölbýli",27900000,3,91.2,"2016-11-21",305921,"2016-11-01"
"2632",2,"Hringbraut",220,"Einbýli",34900000,5,95.3,"2016-11-21",366212,"2016-11-01"
"2633",3,"Hrísmóar",210,"Fjölbýli",44900000,4,98.7,"2016-11-21",454914,"2016-11-01"
"2635",5,"Hafravellir",221,"Einbýli",63900000,4,230.4,"2016-11-21",277344,"2016-11-01"
"2637",11,"Hringbraut",220,"Einbýli",34900000,4,95.3,"2016-11-21",366212,"2016-11-01"
"2638",12,"Baldursgata",101,"Fjölbýli",35900000,3,73.2,"2016-11-21",490437,"2016-11-01"
"2641",15,"Múlasíða",603,"Par/Raðhús",44900000,6,183.5,"2016-11-21",244687,"2016-11-01"
"2642",17,"Sveighús",112,"Einbýli",84900000,8,223.7,"2016-11-21",379526,"2016-11-01"
"2643",18,"Möðrufell",111,"Fjölbýli",24500000,2,64.2,"2016-11-21",381620,"2016-11-01"
"2644",19,"Brekkustígur",245,"Einbýli",11900000,3,142,"2016-11-21",83803,"2016-11-01"
"2645",1,"Þrastarás",221,"Fjölbýli",48900000,5,125.2,"2016-11-22",390575,"2016-11-01"
"2646",2,"Miðvangur",220,"Fjölbýli",29900000,3,79.5,"2016-11-22",376101,"2016-11-01"
"2647",3,"Melhagi",107,"Hæðir",79000000,7,196.7,"2016-11-22",401627,"2016-11-01"
"2648",4,"Mánatún",105,"Fjölbýli",59900000,3,130.5,"2016-11-22",459004,"2016-11-01"
"2650",6,"Gerðavegur",250,"Fjölbýli",10500000,4,94.4,"2016-11-22",111229,"2016-11-01"
"2651",7,"Flyðrugrandi ",107,"Fjölbýli",31900000,3,67.8,"2016-11-22",470501,"2016-11-01"
"2652",8,"Holtsvegur",210,"Fjölbýli",69900000,3,106.1,"2016-11-22",658812,"2016-11-01"
"2653",9,"Búðarflöt",225,"Einbýli",93900000,5,179.6,"2016-11-22",522829,"2016-11-01"
"2655",11,"Frakkastígur",101,"Fjölbýli",37900000,3,74.6,"2016-11-22",508043,"2016-11-01"
"2656",12,"Víkurgata",340,"Einbýli",31900000,3,115.9,"2016-11-22",275237,"2016-11-01"
"2657",13,"Árakur",210,"Fjölbýli",45700000,3,103.6,"2016-11-22",441120,"2016-11-01"
"2658",14,"Þangbakki",109,"Fjölbýli",29900000,2,68.9,"2016-11-22",433962,"2016-11-01"
"2661",17,"Suðurgata",220,"Fjölbýli",29900000,3,84.4,"2016-11-22",354265,"2016-11-01"
"2662",18,"Suðurgata",220,"Einbýli",72000000,7,312.7,"2016-11-22",230253,"2016-11-01"
"2663",20,"Nátthagi",551,"Par/Raðhús",17000000,4,110.7,"2016-11-22",153568,"2016-11-01"
"2664",21,"Nátthagi",551,"Par/Raðhús",13000000,3,78.4,"2016-11-22",165816,"2016-11-01"
"2665",22,"Sólvallagata",101,"Fjölbýli",49500000,4,101.3,"2016-11-22",488648,"2016-11-01"
"2667",24,"Helgubraut",200,"Par/Raðhús",64900000,7,288.5,"2016-11-22",224957,"2016-11-01"
"2668",25,"Bakkastaðir",112,"Fjölbýli",37900000,3,99.8,"2016-11-22",379760,"2016-11-01"
"2670",2,"Klettatún",600,"Par/Raðhús",45500000,3,139.5,"2016-11-23",326165,"2016-11-01"
"2671",5,"Tjarnarlundur",600,"Fjölbýli",18500000,3,82,"2016-11-23",225610,"2016-11-01"
"2673",7,"Eyrargata",580,"Fjölbýli",7900000,3,71.4,"2016-11-23",110644,"2016-11-01"
